entity_id,state,last_changed
sensor.ds18b20_sensor_28d206,12.026156472690971,2025-11-12T23:00:00.000Z
sensor.ds18b20_sensor_28d206,11.93259914310764,2025-11-13T00:00:00.000Z
sensor.ds18b20_sensor_28d206,12.268799021163195,2025-11-13T01:00:00.000Z
sensor.ds18b20_sensor_28d206,12.943482296840278,2025-11-13T02:00:00.000Z
sensor.ds18b20_sensor_28d206,13.55555827920139,2025-11-13T03:00:00.000Z
sensor.ds18b20_sensor_28d206,13.666639120729167,2025-11-13T04:00:00.000Z
sensor.ds18b20_sensor_28d206,13.707880939201388,2025-11-13T05:00:00.000Z
sensor.ds18b20_sensor_28d206,13.751051500190973,2025-11-13T06:00:00.000Z
sensor.ds18b20_sensor_28d206,13.593126753020833,2025-11-13T07:00:00.000Z
sensor.ds18b20_sensor_28d206,13.799586790937502,2025-11-13T08:00:00.000Z
sensor.ds18b20_sensor_28d206,14.176904738211805,2025-11-13T09:00:00.000Z
sensor.ds18b20_sensor_28d206,14.377641454427083,2025-11-13T10:00:00.000Z
sensor.ds18b20_sensor_28d206,14.893612433628471,2025-11-13T11:00:00.000Z
sensor.ds18b20_sensor_28d206,14.74152573798611,2025-11-13T12:00:00.000Z
sensor.ds18b20_sensor_28d206,14.683391429305557,2025-11-13T13:00:00.000Z
sensor.ds18b20_sensor_28d206,14.499353700034723,2025-11-13T14:00:00.000Z
sensor.ds18b20_sensor_28d206,14.239094479392362,2025-11-13T15:00:00.000Z
sensor.ds18b20_sensor_28d206,14.07674745720486,2025-11-13T16:00:00.000Z
sensor.ds18b20_sensor_28d206,14.164194182413196,2025-11-13T17:00:00.000Z
sensor.ds18b20_sensor_28d206,14.099002940208335,2025-11-13T18:00:00.000Z
sensor.ds18b20_sensor_28d206,13.91432645543403,2025-11-13T19:00:00.000Z
sensor.ds18b20_sensor_28d206,13.970859584635418,2025-11-13T20:00:00.000Z
sensor.ds18b20_sensor_28d206,13.966212093177084,2025-11-13T21:00:00.000Z
sensor.ds18b20_sensor_28d206,13.565392897708334,2025-11-13T22:00:00.000Z
sensor.ds18b20_sensor_28d206,13.364571254062499,2025-11-13T23:00:00.000Z
sensor.ds18b20_sensor_28d206,13.079913239722222,2025-11-14T00:00:00.000Z
sensor.ds18b20_sensor_28d206,13.095372795746528,2025-11-14T01:00:00.000Z
sensor.ds18b20_sensor_28d206,13.207882285399306,2025-11-14T02:00:00.000Z
sensor.ds18b20_sensor_28d206,13.095149947100694,2025-11-14T03:00:00.000Z
sensor.ds18b20_sensor_28d206,12.810395272135416,2025-11-14T04:00:00.000Z
sensor.ds18b20_sensor_28d206,12.6875,2025-11-14T05:00:00.000Z
sensor.ds18b20_sensor_28d206,12.692691112760416,2025-11-14T06:00:00.000Z
sensor.ds18b20_sensor_28d206,12.603672233784723,2025-11-14T07:00:00.000Z
sensor.ds18b20_sensor_28d206,12.575940842361112,2025-11-14T08:00:00.000Z
sensor.ds18b20_sensor_28d206,12.924822056440972,2025-11-14T09:00:00.000Z
sensor.ds18b20_sensor_28d206,12.885313747534722,2025-11-14T10:00:00.000Z
sensor.ds18b20_sensor_28d206,12.879913747604165,2025-11-14T11:00:00.000Z
sensor.ds18b20_sensor_28d206,12.971017579097222,2025-11-14T12:00:00.000Z
sensor.ds18b20_sensor_28d206,12.997868917760416,2025-11-14T13:00:00.000Z
sensor.ds18b20_sensor_28d206,12.958362281649306,2025-11-14T14:00:00.000Z
sensor.ds18b20_sensor_28d206,12.94464874298611,2025-11-14T15:00:00.000Z
sensor.ds18b20_sensor_28d206,12.949354710625,2025-11-14T16:00:00.000Z
sensor.ds18b20_sensor_28d206,12.830197927118055,2025-11-14T17:00:00.000Z
sensor.ds18b20_sensor_28d206,12.660718432760417,2025-11-14T18:00:00.000Z
sensor.ds18b20_sensor_28d206,12.398165158993054,2025-11-14T19:00:00.000Z
sensor.ds18b20_sensor_28d206,12.210888941979166,2025-11-14T20:00:00.000Z
sensor.ds18b20_sensor_28d206,11.844044851701389,2025-11-14T21:00:00.000Z
sensor.ds18b20_sensor_28d206,11.423970469409722,2025-11-14T22:00:00.000Z
sensor.ds18b20_sensor_28d206,10.834272707986111,2025-11-14T23:00:00.000Z
sensor.ds18b20_sensor_28d206,10.648118353489583,2025-11-15T00:00:00.000Z
sensor.ds18b20_sensor_28d206,10.586767757951389,2025-11-15T01:00:00.000Z
sensor.ds18b20_sensor_28d206,10.377662741163194,2025-11-15T02:00:00.000Z
sensor.ds18b20_sensor_28d206,10.148743049375,2025-11-15T03:00:00.000Z
sensor.ds18b20_sensor_28d206,10.061887972256944,2025-11-15T04:00:00.000Z
sensor.ds18b20_sensor_28d206,10.030757251059027,2025-11-15T05:00:00.000Z
sensor.ds18b20_sensor_28d206,9.8944880221875,2025-11-15T06:00:00.000Z
sensor.ds18b20_sensor_28d206,9.776415279149306,2025-11-15T07:00:00.000Z
sensor.ds18b20_sensor_28d206,9.81772685625,2025-11-15T08:00:00.000Z
sensor.ds18b20_sensor_28d206,9.917480910781249,2025-11-15T09:00:00.000Z
sensor.ds18b20_sensor_28d206,10.109483062274306,2025-11-15T10:00:00.000Z
sensor.ds18b20_sensor_28d206,10.083251029965277,2025-11-15T11:00:00.000Z
